booking_id,hotel_id,cust_id,Booking Date,checkin_date,checkout_date,Room_Nights,Num Rooms,Room_Category,Meal_Plan,Booking_Channel,Booking Price(INR),Discount_Applied(%),Net_Amount_Paid(INR),Payment Status,Cancellation Flag,Refund_Amount(INR),Lead_Time_Days,Post_Stay_Rating
BKG002817,HTL0170,CUST04654,2024-11-08,2024-11-12,2024-11-14,2,2.0,Deluxe,Breakfast Included,Website,49896.45,5.0,47401.63,Success,0,0.0,,
BKG002818,HTL0095,CUST05875,2023-11-10,2023-11-15,2023-11-16,1,2.0,Standard,Breakfast Included,App,19458.46,15.0,16539.69,Success,0,0.0,5.0,
BKG002819,HTL0221,CUST03717,2026-03-20,2026-04-09,2026-04-11,2,1.0,Premium,Full Board,,24900.12,15.0,21165.1,success,N,0.0,20.0,
BKG002820,HTL0036,CUST05583,2024-04-05,2024-04-13,2024-04-18,5,,Executive,Half Board,App,53578.23,0.0,53578.23,,TRUE,51919.98,8.0,
BKG002821,HTL0191,CUST00683,2026-06-25,2026-07-10,2026-07-13,3,4.0,Suite,Full Board,Travel Agent,188006.75,10.0,169206.08,Success,no,0.0,15.0,4.0
BKG002822,HTL0288,CUST04264,12/07/2025,2025-07-27,2025-08-01,5,3.0,Deluxe,Half Board,App,135151.05,5.0,128393.5,Success,No,0.0,,2.0
BKG002823,HTL0010,CUST03464,2026-02-19,2026-02-20,2026-02-22,2,1.0,Standard,Room Only,Website,32547.8,15.0,27665.63,pending,N,0.0,,2.0
BKG002824,HTL0102,CUST04889,2026-01-11,2026-01-18,2026-01-19,1,2.0,Deluxe,Full Board,App,17808.26,20.0,14246.61,Failed,FALSE,0.0,7.0,
BKG002825,HTL0159,CUST00251,2025-01-04,2025-01-10,2025-01-11,1,1.0,Standard,Room Only,App,9959.48,5.0,9461.51,Failed,N,0.0,6.0,
BKG002826,HTL0245,CUST04739,2025-05-06,2025-05-09,2025-05-12,3,1.0,Deluxe,Half Board,App,30186.52,10.0,27167.87,Success,no,0.0,3.0,4.0
BKG002827,HTL0153,CUST05977,30/01/2025,2025-01-30,2025-01-31,1,1.0,Suite,Room Only,,11889.39,15.0,10105.98,Success,No,0.0,,4.0
BKG002828,HTL0123,CUST01082,2024-11-03,2024-11-09,2024-11-10,1,4.0,Deluxe,Room Only,app,42365.83,5.0,40247.54,Pending,no,0.0,6.0,3.0
BKG002829,HTL0084,CUST02288,2026-04-01,2026-04-06,2026-04-09,3,1.0,Deluxe,Half Board,App,29736.02,20.0,23788.82,Success,N,0.0,,
BKG002830,HTL0016,CUST03478,2026-06-23,2026-06-29,2026-07-03,4,1.0,Deluxe,Room Only,,50890.12,0.0,50890.12,Success,FALSE,0.0,,
BKG002831,HTL0241,CUST04922,2025-05-25,2025-06-17,2025-06-21,4,1.0,Standard,Full Board,App,25291.27,10.0,22762.14,Failed,no,0.0,23.0,4.0
BKG002832,HTL0143,CUST03853,08/10/2023,2023-10-12,2023-10-13,1,1.0,Deluxe,Full Board,App,12107.47,5.0,11502.1,success,N,0.0,,
BKG002833,HTL0149,CUST04892,2025-12-25,2025-12-31,2026-01-01,1,1.0,Deluxe,Breakfast Included,App,17752.41,0.0,17752.41,Pending,No,0.0,6.0,4.0
BKG002834,HTL0008,CUST04130,2026-05-07,2026-05-11,2026-05-13,2,1.0,Premium,Room Only,Call Center,30410.49,15.0,25848.92,success,TRUE,22344.2,4.0,
BKG002835,HTL0250,CUST00053,01/12/2023,2023-12-17,2023-12-21,4,4.0,Suite,Room Only,App,237988.32,5.0,226088.9,Success,0,0.0,16.0,4.0
BKG002836,HTL0081,CUST01358,2024-02-01,2024-02-08,2024-02-11,3,,Suite,Room Only,,72413.04,15.0,61551.08,Failed,N,0.0,,3.0
BKG002837,HTL0059,CUST02874,2026-08-05,2026-08-12,2026-08-13,1,3.0,Executive,Breakfast Included,Call Center,46697.93,0.0,46697.93,success,N,0.0,7.0,
BKG002838,HTL0261,CUST00023,2023-09-28,2023-10-01,2023-10-03,2,1.0,Deluxe,Room Only,App,24486.09,5.0,23261.79,failed,FALSE,0.0,3.0,
BKG002839,HTL0023,CUST00844,2026-05-05,2026-05-24,2026-05-28,4,3.0,Executive,Breakfast Included,Travel Agent,72251.21,,61413.53,success,No,0.0,,2.0
BKG002840,HTL0017,CUST01581,17/04/2025,2025-04-26,2025-04-27,1,2.0,Standard,Breakfast Included,Travel Agent,21652.11,15.0,18404.29,success,no,0.0,9.0,
BKG002841,HTL0263,CUST04345,2025-11-13,2025-12-20,2025-12-21,1,1.0,Premium,Full Board,Website,14260.08,0.0,14260.08,pending,no,0.0,,3.0
BKG002842,HTL0065,CUST01981,2026-04-07,2026-04-12,2026-04-14,2,3.0,Deluxe,Room Only,Website,48747.05,0.0,48747.05,Success,no,0.0,,
BKG002843,HTL0173,CUST04073,2024-01-13,2024-01-22,2024-01-25,3,2.0,Standard,Full Board,,59260.74,0.0,59260.74,success,no,0.0,9.0,
BKG002844,HTL0064,CUST00839,2024-01-25,2024-02-09,2024-02-10,1,3.0,Standard,Full Board,Call Center,33078.41,5.0,31424.49,Failed,No,0.0,,
BKG002845,HTL0058,CUST04382,29/12/2025,2026-02-01,2026-02-04,3,3.0,Suite,Half Board,WEBSITE,103267.38,0.0,103267.38,Failed,No,0.0,34.0,3.0
BKG002846,HTL0192,CUST05346,04/05/2024,2024-05-15,2024-05-16,1,3.0,Deluxe,Breakfast Included,App,24156.3,0.0,24156.3,success,FALSE,0.0,,
BKG002847,HTL0191,CUST00758,2024-09-17,2024-09-19,2024-09-21,2,1.0,Suite,Room Only,App,23216.51,15.0,19734.03,Success,FALSE,0.0,,
BKG002848,HTL0198,CUST00032,10/02/2026,2026-02-28,2026-03-01,1,1.0,Standard,Half Board,App,11718.9,10.0,10547.01,pending,FALSE,0.0,,
BKG002849,HTL0096,CUST01673,2023-09-28,2023-10-05,2023-10-07,2,2.0,Deluxe,Breakfast Included,Travel Agent,50464.31,5.0,47941.09,Refunded,N,0.0,7.0,2.0
BKG002850,HTL0125,CUST05685,26/12/2024,2024-12-30,2024-12-31,1,3.0,Suite,Room Only,App,45180.07,0.0,45180.07,Success,FALSE,0.0,,
BKG002851,HTL0276,CUST05612,2023-10-24,2023-10-25,2023-10-29,4,1.0,Premium,Half Board,App,64845.86,5.0,61603.57,Success,0,0.0,,
BKG002852,HTL0113,CUST05755,2025-04-02,2025-05-03,2025-05-04,1,1.0,Standard,Half Board,Website,6044.35,15.0,5137.7,Success,FALSE,0.0,31.0,4.0
BKG002853,HTL0175,CUST05758,2026-02-08,2026-02-14,2026-02-17,3,4.0,Premium,Room Only,App,199148.26,5.0,189190.85,failed,FALSE,0.0,6.0,
BKG002854,HTL0035,CUST02739,2024-07-01,2024-07-07,2024-07-08,1,1.0,Suite,Breakfast Included,,14556.29,15.0,12372.85,pending,FALSE,0.0,6.0,
BKG002855,HTL0011,CUST03023,06/04/2024,2024-04-23,2024-04-25,2,1.0,Suite,Full Board,Travel Agent,17134.14,0.0,17134.14,success,0,0.0,,
BKG002856,HTL0046,CUST05748,21/01/2026,2026-01-25,2026-01-28,3,2.0,Deluxe,Half Board,App,57022.09,5.0,54170.99,Success,0,0.0,4.0,4.0
BKG002857,HTL0157,CUST03770,2024-07-30,2024-08-19,2024-08-20,1,2.0,Standard,Room Only,Website,16561.9,15.0,14077.62,Success,no,0.0,20.0,4.0
BKG002858,HTL0261,CUST05854,25/06/2025,2025-07-03,2025-07-05,2,1.0,Deluxe,Half Board,App,19281.79,15.0,16389.52,success,Y,8766.68,8.0,
BKG002859,HTL0045,CUST02376,10/06/2026,2026-06-21,2026-06-22,1,1.0,Premium,Half Board,App,14115.83,15.0,11998.46,Refunded,N,0.0,11.0,
BKG002860,HTL0187,CUST01108,2023-09-17,2023-11-07,2023-11-09,2,1.0,Standard,Room Only,,16087.76,20.0,12870.21,Refunded,no,0.0,,4.0
BKG002861,HTL0283,CUST01594,2026-07-10,2026-08-09,2026-08-10,1,1.0,Deluxe,Half Board,Website,13569.38,,13569.38,success,0,0.0,,2.0
BKG002862,HTL0131,CUST05878,2025-10-17,2025-11-05,2025-11-06,1,,Deluxe,Room Only,Website,21474.48,0.0,21474.48,Refunded,No,0.0,,5.0
BKG002863,HTL0217,CUST02723,2023-11-05,2023-11-09,2023-11-10,1,1.0,Deluxe,Breakfast Included,App,8434.58,5.0,8012.85,Success,N,0.0,4.0,
BKG002864,HTL0255,CUST05091,31/05/2026,2026-06-01,2026-06-03,2,1.0,Deluxe,Room Only,WEBSITE,20351.41,5.0,19333.84,Refunded,No,0.0,,
BKG002865,HTL0111,CUST03405,2026-08-08,2026-08-27,2026-08-28,1,1.0,Standard,Half Board,Travel Agent,10208.7,15.0,8677.4,Success,no,0.0,19.0,4.0
BKG002866,HTL0171,CUST01900,2024-05-23,2024-05-27,2024-05-28,1,1.0,Standard,Half Board,Website,6967.48,10.0,6270.73,Success,No,0.0,,4.0
BKG002867,HTL0105,CUST01753,2024-09-21,2024-09-23,2024-09-25,2,2.0,Standard,Breakfast Included,App,36597.49,0.0,36597.49,Success,no,0.0,2.0,
BKG002868,HTL0010,CUST05171,10/06/2026,2026-07-05,2026-07-06,1,1.0,Standard,Half Board,Website,11176.21,0.0,11176.21,success,No,0.0,,
BKG002869,HTL0055,CUST05517,10/06/2026,2026-06-29,2026-06-30,1,2.0,Suite,Breakfast Included,App,30648.89,0.0,30648.89,Success,no,0.0,19.0,
BKG002870,HTL0218,CUST04964,2025-09-24,2025-09-28,2025-10-01,3,1.0,Deluxe,Full Board,Travel Agent,36239.87,10.0,32615.88,failed,N,0.0,,3.0
BKG002871,HTL0091,CUST02577,2026-05-20,2026-05-22,2026-05-24,2,1.0,Deluxe,Room Only,Call Center,34786.36,0.0,34786.36,Refunded,No,0.0,,4.0
BKG002872,HTL0106,CUST04360,2025-05-04,2025-05-17,2025-05-18,1,1.0,Deluxe,Room Only,app,13683.0,10.0,12314.7,Success,No,0.0,,4.0
BKG002873,HTL0207,CUST00754,2026-03-20,2026-03-27,2026-03-30,3,1.0,Deluxe,Breakfast Included,App,45560.88,15.0,38726.75,Success,FALSE,0.0,,2.0
BKG002874,HTL0165,CUST03856,2025-01-08,2025-01-09,2025-01-10,1,1.0,Deluxe,Breakfast Included,,12899.92,15.0,10964.93,Success,0,0.0,1.0,5.0
BKG002875,HTL0173,CUST03173,01/09/2025,2025-09-01,2025-09-02,1,1.0,Deluxe,Full Board,,14206.55,10.0,12785.9,Success,No,0.0,,
BKG002876,HTL0242,CUST05930,06/07/2025,2025-07-07,2025-07-09,2,1.0,Standard,Breakfast Included,,23127.05,10.0,20814.34,Pending,FALSE,0.0,1.0,3.0
BKG002877,HTL0218,CUST03234,23/03/2024,2024-04-16,2024-04-20,4,,Deluxe,Breakfast Included,Website,89533.8,0.0,89533.8,Pending,No,0.0,,
BKG002878,HTL0053,CUST00077,2025-04-16,2025-04-21,2025-04-22,1,1.0,Standard,Breakfast Included,,7646.37,0.0,7646.37,Failed,FALSE,0.0,,
BKG002879,HTL0246,CUST01004,2025-12-08,2025-12-22,2025-12-25,3,1.0,Deluxe,Full Board,Travel Agent,35051.67,20.0,28041.34,Failed,No,0.0,,
BKG002880,HTL0144,CUST02377,2025-04-17,2025-05-17,2025-05-18,1,1.0,Standard,Breakfast Included,,8001.81,15.0,6801.54,Success,no,0.0,30.0,5.0
BKG002881,HTL0091,CUST03708,2024-03-21,2024-03-25,2024-03-26,1,1.0,Executive,Breakfast Included,WEBSITE,19048.42,0.0,19048.42,SUCCESS,1,13748.47,,
BKG002882,HTL0058,CUST03775,2024-01-08,2024-01-25,2024-01-26,1,1.0,Deluxe,Half Board,Website,8247.04,25.0,6185.28,SUCCESS,0,0.0,17.0,5.0
BKG002883,HTL0262,CUST00687,2025-06-24,2025-06-30,2025-07-01,1,1.0,Premium,Half Board,Website,7159.5,0.0,7159.5,success,N,0.0,,2.0
BKG002884,HTL0277,CUST00938,2026-09-06,2026-09-16,2026-09-17,1,2.0,Premium,Full Board,Website,32566.91,0.0,32566.91,Success,Yes,16368.84,10.0,
BKG002885,HTL0101,CUST04923,28/07/2025,2025-07-29,2025-07-30,1,1.0,Deluxe,Breakfast Included,App,14104.02,5.0,13398.82,success,FALSE,0.0,,2.0
BKG002886,HTL0072,CUST04920,2026-01-05,2026-01-14,2026-01-15,1,1.0,Executive,Room Only,Call Center,13130.66,15.0,11161.06,SUCCESS,N,0.0,9.0,2.0
BKG002887,HTL0293,CUST04542,2024-11-01,2024-11-22,2024-11-26,4,,Executive,Half Board,App,109957.39,5.0,104459.52,SUCCESS,0,0.0,,5.0
BKG002888,HTL0116,CUST05156,19/12/2025,2026-01-09,2026-01-10,1,3.0,Suite,Breakfast Included,WEBSITE,64993.95,20.0,51995.16,Failed,Y,44974.88,21.0,
BKG002889,HTL0172,CUST02919,2025-05-02,2025-06-03,2025-06-04,1,2.0,Suite,Half Board,Website,30466.91,0.0,30466.91,success,FALSE,0.0,32.0,2.0
BKG002890,HTL0209,CUST00184,2025-07-08,2025-08-03,2025-08-05,2,1.0,Standard,Breakfast Included,,24737.68,5.0,23500.8,failed,FALSE,0.0,26.0,4.0
BKG002891,HTL0203,CUST02304,2024-11-27,2024-12-01,2024-12-02,1,1.0,Deluxe,Breakfast Included,WEBSITE,9331.65,0.0,9331.65,success,no,0.0,4.0,
BKG002892,HTL0017,CUST01255,04/05/2026,2026-05-07,2026-05-16,9,1.0,Standard,Breakfast Included,App,92967.41,,83670.67,Success,0,0.0,3.0,
BKG002893,HTL0122,CUST00265,2024-01-23,2024-02-10,2024-02-14,4,1.0,Deluxe,Full Board,WEBSITE,18846.57,,16019.58,Success,No,0.0,,
BKG002894,HTL0222,CUST02158,11/10/2023,2023-10-11,2023-10-12,1,1.0,Standard,Breakfast Included,Travel Agent,6573.83,10.0,5916.45,SUCCESS,no,0.0,,
BKG002895,HTL0291,CUST02575,17/11/2024,2024-12-02,2024-12-03,1,1.0,Deluxe,Full Board,Travel Agent,9402.43,10.0,8462.19,Success,N,0.0,,3.0
BKG002896,HTL0169,CUST02381,2024-09-14,2024-09-26,2024-09-28,2,1.0,Standard,Room Only,Website,21068.72,0.0,21068.72,Pending,FALSE,0.0,12.0,3.0
BKG002897,HTL0136,CUST02965,2025-10-13,2025-11-03,2025-11-05,2,1.0,Executive,Room Only,,22594.65,5.0,21464.92,success,0,0.0,,
BKG002898,HTL0235,CUST04856,2025-01-28,2025-02-10,2025-02-12,2,4.0,Deluxe,Full Board,,105054.97,15.0,89296.72,Refunded,N,0.0,13.0,2.0
BKG002899,HTL0002,CUST03932,31/10/2024,2024-11-02,2024-11-03,1,1.0,Deluxe,Half Board,App,18763.59,10.0,16887.23,Pending,FALSE,0.0,2.0,
BKG002900,HTL0032,CUST05724,2024-02-26,2024-02-26,2024-02-28,2,2.0,Suite,Breakfast Included,Travel Agent,43946.02,,43946.02,Success,No,0.0,,
BKG002901,HTL0089,CUST03779,08/06/2025,2025-06-29,2025-07-02,3,1.0,Standard,Room Only,Call Center,29048.8,5.0,27596.36,failed,1,25767.8,,
BKG002902,HTL0070,CUST01666,03/08/2025,2025-08-29,2025-08-30,1,2.0,Deluxe,Breakfast Included,Website,27019.85,0.0,27019.85,failed,TRUE,21013.3,26.0,
BKG002903,HTL0098,CUST03689,09/05/2025,2025-05-21,2025-05-22,1,2.0,Premium,Breakfast Included,,21698.7,5.0,20613.76,SUCCESS,Y,14521.3,12.0,
BKG002904,HTL0091,CUST02175,19/02/2025,2025-02-19,2025-02-21,2,1.0,Deluxe,Breakfast Included,App,29555.94,15.0,25122.55,Pending,N,0.0,,4.0
BKG002905,HTL0107,CUST01477,24/12/2023,2023-12-26,2023-12-27,1,2.0,Suite,Breakfast Included,app,48612.05,10.0,43750.84,pending,FALSE,0.0,2.0,5.0
BKG002906,HTL0285,CUST00828,2026-07-31,2026-08-11,2026-08-14,3,1.0,Standard,Half Board,Website,30935.26,0.0,30935.26,success,0,0.0,11.0,4.0
BKG002907,HTL0077,CUST01755,2026-09-03,2026-09-15,2026-09-17,2,4.0,Standard,Breakfast Included,App,76318.27,15.0,64870.53,Success,0,0.0,,
BKG002908,HTL0004,CUST00168,2025-11-10,2025-11-21,2025-11-29,8,1.0,Deluxe,Half Board,Website,151371.54,5.0,143802.96,success,no,0.0,11.0,5.0
BKG002909,HTL0254,CUST03005,2026-05-28,2026-05-30,2026-06-07,8,1.0,Suite,Full Board,Website,155101.75,0.0,155101.75,Failed,FALSE,0.0,2.0,2.0
BKG002910,HTL0080,CUST01731,2025-02-12,2025-02-18,2025-02-19,1,1.0,Suite,Breakfast Included,App,15003.27,20.0,12002.62,Success,N,0.0,,
BKG002911,HTL0122,CUST00555,2023-11-14,2023-11-18,2023-11-20,2,2.0,Premium,Breakfast Included,Website,22231.42,15.0,18896.71,Refunded,FALSE,0.0,4.0,
BKG002912,HTL0152,CUST01235,03/08/2024,2024-08-08,2024-08-14,6,1.0,Suite,Breakfast Included,,106549.07,0.0,106549.07,Refunded,FALSE,0.0,5.0,4.0
BKG002913,HTL0015,CUST04720,2026-02-04,2026-02-09,2026-02-10,1,1.0,Suite,Breakfast Included,App,19706.1,20.0,15764.88,Refunded,N,0.0,,4.0
BKG002914,HTL0082,CUST01740,2026-01-23,2026-01-30,2026-01-31,1,1.0,Suite,Half Board,App,23162.97,10.0,20846.67,Pending,Y,17870.54,,
BKG002915,HTL0147,CUST02446,2023-12-02,2023-12-16,2023-12-19,3,1.0,Standard,Breakfast Included,Website,28652.0,10.0,25786.8,SUCCESS,N,0.0,,4.0
BKG002916,HTL0226,CUST02026,05/08/2026,2026-08-08,2026-08-11,3,1.0,Standard,Room Only,Website,42272.66,,31704.5,Success,0,0.0,,3.0
BKG002917,HTL0132,CUST00389,2025-04-25,2025-05-02,2025-05-03,1,1.0,Standard,Breakfast Included,Website,8570.65,0.0,8570.65,success,TRUE,4808.42,,
BKG002918,HTL0004,CUST01393,2026-06-14,2026-06-26,2026-06-28,2,4.0,Executive,Half Board,Website,152565.78,10.0,137309.2,Success,no,0.0,12.0,
BKG002919,HTL0084,CUST04157,2024-03-23,2024-03-26,2024-03-27,1,2.0,Deluxe,Room Only,App,22881.78,10.0,20593.6,success,no,0.0,,3.0
BKG002920,HTL0052,CUST00436,26/04/2026,2026-05-14,2026-05-15,1,1.0,Deluxe,Full Board,App,8236.46,5.0,7824.64,Success,No,0.0,,4.0
BKG002921,HTL0266,CUST05565,01/09/2025,2025-09-23,2025-09-26,3,1.0,Standard,Breakfast Included,WEBSITE,17596.07,5.0,16716.27,Success,N,0.0,,
BKG002922,HTL0282,CUST03615,25/05/2026,2026-05-25,2026-05-30,5,1.0,Deluxe,Breakfast Included,Website,72676.6,0.0,72676.6,SUCCESS,FALSE,0.0,0.0,
BKG002923,HTL0203,CUST03350,2025-11-30,2025-12-10,2025-12-11,1,,Deluxe,Room Only,,10162.47,5.0,9654.35,Pending,No,0.0,,
BKG002924,HTL0119,CUST01979,2025-09-02,2025-09-13,2025-09-18,5,2.0,Standard,Half Board,Website,132557.1,15.0,112673.54,SUCCESS,No,0.0,,3.0
BKG002925,HTL0055,CUST00418,2023-10-10,2023-10-15,2023-10-17,2,1.0,Standard,Breakfast Included,App,17046.52,15.0,14489.54,failed,N,0.0,5.0,4.0
BKG002926,HTL0059,CUST03520,27/04/2026,2026-06-26,2026-06-27,1,3.0,Deluxe,Breakfast Included,App,43672.87,5.0,41489.23,failed,Y,31363.54,60.0,
BKG002927,HTL0129,CUST02924,26/05/2026,2026-05-31,2026-06-01,1,1.0,Deluxe,Breakfast Included,App,8303.8,5.0,7888.61,SUCCESS,N,0.0,5.0,5.0
BKG002928,HTL0047,CUST00627,2024-01-29,2024-01-30,2024-02-01,2,2.0,Standard,Breakfast Included,WEBSITE,49292.96,0.0,49292.96,Failed,FALSE,0.0,1.0,3.0
BKG002929,HTL0062,CUST02423,2025-01-14,2025-02-03,2025-02-04,1,3.0,Standard,Room Only,App,31366.4,0.0,31366.4,failed,No,0.0,,2.0
BKG002930,HTL0149,CUST01114,2026-03-15,2026-03-22,2026-03-23,1,1.0,Deluxe,Room Only,Travel Agent,11276.17,20.0,9020.94,,No,0.0,,
BKG002931,HTL0079,CUST02332,29/08/2026,2026-09-04,2026-09-05,1,,Suite,Room Only,app,12038.72,,12038.72,Failed,FALSE,0.0,6.0,2.0
BKG002932,HTL0105,CUST05959,16/06/2024,2024-06-22,2024-06-24,2,2.0,Standard,Breakfast Included,App,42593.79,0.0,42593.79,Refunded,No,0.0,,2.0
BKG002933,HTL0134,CUST04333,2025-06-17,2025-06-21,2025-06-23,2,1.0,Premium,Half Board,app,22825.61,5.0,21684.33,pending,0,0.0,,3.0
BKG002934,HTL0048,CUST04647,2023-09-17,2023-10-02,2023-10-03,1,,Suite,Room Only,,14964.92,10.0,13468.43,success,0,0.0,,
BKG002935,HTL0152,CUST03461,2025-03-24,2025-03-31,2025-04-04,4,1.0,Standard,Room Only,Travel Agent,45559.03,15.0,38725.18,Refunded,N,0.0,7.0,4.0
BKG002936,HTL0047,CUST03456,2026-02-18,2026-03-10,2026-03-13,3,1.0,Standard,Breakfast Included,Website,37185.2,15.0,31607.42,Pending,TRUE,25837.15,,
BKG002937,HTL0288,CUST01972,2024-09-09,2024-09-11,2024-09-12,1,1.0,Deluxe,Breakfast Included,Website,8411.66,10.0,7570.49,Success,No,0.0,,
BKG002938,HTL0255,CUST02251,2024-08-05,2024-08-29,2024-08-30,1,1.0,Deluxe,Breakfast Included,App,9633.95,10.0,8670.56,success,no,0.0,,5.0
BKG002939,HTL0103,CUST02428,2025-08-29,2025-08-29,2025-09-05,7,1.0,Deluxe,Room Only,App,79977.02,15.0,67980.47,Success,FALSE,0.0,,
BKG002940,HTL0283,CUST00815,2026-02-22,2026-02-23,2026-02-25,2,4.0,Executive,Breakfast Included,App,126711.78,5.0,120376.19,Success,FALSE,0.0,1.0,4.0
BKG002941,HTL0181,CUST00547,24/04/2026,2026-05-04,2026-05-08,4,1.0,Executive,Room Only,Travel Agent,48255.23,10.0,43429.71,SUCCESS,No,0.0,,4.0
BKG002942,HTL0172,CUST03570,2024-12-23,2025-01-16,2025-01-17,1,1.0,Premium,Half Board,App,13410.5,5.0,12739.97,failed,FALSE,0.0,,5.0
BKG002943,HTL0069,CUST00263,22/08/2024,2024-09-01,2024-09-06,5,2.0,Deluxe,Breakfast Included,Travel Agent,93970.91,20.0,75176.73,success,no,0.0,10.0,3.0
BKG002944,HTL0037,CUST02126,2025-03-01,2025-03-11,2025-03-18,7,2.0,Deluxe,Breakfast Included,App,188640.53,15.0,160344.45,Success,FALSE,0.0,10.0,4.0
BKG002945,HTL0079,CUST00851,26/04/2024,2024-05-06,2024-05-13,7,2.0,Deluxe,Full Board,App,97078.06,0.0,97078.06,Success,no,0.0,,
BKG002946,HTL0239,CUST01556,2026-05-27,2026-05-27,2026-05-28,1,1.0,Deluxe,Breakfast Included,,11656.02,10.0,10490.42,Success,no,0.0,0.0,2.0
BKG002947,HTL0134,CUST00438,2025-09-21,2025-10-04,2025-10-05,1,,Suite,Full Board,App,10748.69,0.0,10748.69,SUCCESS,FALSE,0.0,13.0,3.0
BKG002948,HTL0300,CUST04235,2025-02-27,2025-03-14,2025-03-15,1,1.0,Deluxe,Full Board,Website,16937.61,25.0,12703.21,Success,no,0.0,,
BKG002949,HTL0195,CUST01263,2024-01-25,2024-03-03,2024-03-04,1,1.0,Standard,Room Only,Website,7602.54,10.0,6842.29,Success,FALSE,0.0,,4.0
BKG002950,HTL0091,CUST01152,2026-03-23,2026-03-28,2026-03-30,2,3.0,Suite,Full Board,App,130644.31,15.0,111047.66,SUCCESS,N,0.0,5.0,3.0
BKG002951,HTL0020,CUST05935,2025-10-21,2025-11-11,2025-11-13,2,1.0,Standard,Room Only,App,23912.42,10.0,21521.18,Success,N,0.0,21.0,4.0
BKG002952,HTL0089,CUST03182,25/03/2026,2026-04-06,2026-04-08,2,1.0,Premium,Half Board,App,23545.42,0.0,23545.42,SUCCESS,FALSE,0.0,12.0,5.0
BKG002953,HTL0221,CUST00571,13/12/2024,2024-12-21,2024-12-24,3,2.0,Premium,Room Only,Website,80654.84,0.0,80654.84,success,0,0.0,8.0,3.0
BKG002954,HTL0267,CUST01199,30/01/2025,2025-01-31,2025-02-01,1,2.0,Deluxe,Breakfast Included,,32878.01,5.0,31234.11,Refunded,FALSE,0.0,1.0,
BKG002955,HTL0135,CUST03815,21/06/2024,2024-06-26,2024-06-28,2,1.0,Standard,Half Board,WEBSITE,17502.8,0.0,17502.8,,1,14805.21,,
BKG002956,HTL0010,CUST02764,2026-08-13,2026-08-23,2026-08-25,2,1.0,Standard,Room Only,Call Center,22908.51,10.0,20617.66,failed,no,0.0,,
BKG002957,HTL0174,CUST01225,2025-08-22,2025-08-23,2025-08-25,2,1.0,Deluxe,Half Board,App,35137.52,0.0,35137.52,failed,no,0.0,1.0,
BKG002958,HTL0186,CUST00809,18/06/2024,2024-07-09,2024-07-11,2,1.0,Deluxe,Room Only,App,8717.76,10.0,7845.98,Refunded,no,0.0,,4.0
BKG002959,HTL0050,CUST01999,19/07/2025,2025-07-19,2025-07-20,1,1.0,Deluxe,Half Board,Travel Agent,14581.82,5.0,13852.73,success,No,0.0,,4.0
BKG002960,HTL0249,CUST01419,2025-06-04,2025-06-07,2025-06-08,1,1.0,Suite,Half Board,,6968.42,5.0,6620.0,Success,no,0.0,3.0,4.0
BKG002961,HTL0226,CUST02952,2025-04-08,2025-04-13,2025-04-14,1,1.0,Deluxe,Half Board,Travel Agent,16340.28,0.0,16340.28,Pending,FALSE,0.0,5.0,4.0
BKG002962,HTL0233,CUST05673,24/05/2026,2026-05-24,2026-05-25,1,1.0,Suite,Room Only,Website,16366.56,10.0,14729.9,SUCCESS,FALSE,0.0,,
BKG002963,HTL0134,CUST03302,2024-10-19,2024-10-23,2024-10-25,2,1.0,Premium,Half Board,App,19071.64,0.0,19071.64,success,no,0.0,4.0,
BKG002964,HTL0261,CUST05325,25/08/2024,2024-08-31,2024-09-01,1,4.0,Deluxe,Room Only,App,54103.85,0.0,54103.85,failed,no,0.0,,
BKG002965,HTL0016,CUST02330,2025-05-27,2025-06-10,2025-06-12,2,3.0,Standard,Half Board,App,59054.98,15.0,50196.73,Refunded,no,0.0,14.0,
BKG002966,HTL0010,CUST04024,2026-03-06,2026-03-29,2026-03-31,2,1.0,Deluxe,Breakfast Included,App,32782.58,5.0,31143.45,Success,yes,23349.74,,
BKG002967,HTL0021,CUST05723,2024-06-03,2024-06-07,2024-06-08,1,1.0,Deluxe,Breakfast Included,Travel Agent,15838.19,20.0,12670.55,Pending,FALSE,0.0,4.0,
BKG002968,HTL0080,CUST00647,06/08/2026,2026-08-15,2026-08-16,1,2.0,Deluxe,Half Board,App,25268.15,25.0,18951.11,Success,0,0.0,9.0,
BKG002969,HTL0257,CUST01102,24/08/2025,2025-09-17,2025-09-23,6,1.0,Standard,Half Board,App,65847.26,5.0,62554.9,Success,No,0.0,,4.0
BKG002970,HTL0039,CUST02350,2025-03-15,2025-04-04,2025-04-09,5,,Executive,Room Only,Website,62431.89,15.0,53067.11,Pending,N,0.0,20.0,
BKG002971,HTL0251,CUST03702,2025-12-04,2025-12-09,2025-12-11,2,1.0,Standard,Breakfast Included,Call Center,22099.06,5.0,20994.11,success,no,0.0,,3.0
BKG002972,HTL0067,CUST04716,2025-05-15,2025-06-27,2025-06-29,2,1.0,Deluxe,Breakfast Included,App,30397.88,0.0,30397.88,success,FALSE,0.0,,5.0
BKG002973,HTL0153,CUST03022,2025-06-29,2025-06-29,2025-07-03,4,2.0,Premium,Breakfast Included,App,93682.35,15.0,79630.0,success,Y,47564.24,0.0,
