hotel_id,Search_Date,Stay Date,Device,Search_Rank_Position,Click_Flag,Price Shown(INR),Competitor Avg Price,Occupancy Rate(%),Conversion_Flag
HTL0293,2023-10-16,2023-11-01,Desktop Web,5.0,1,8785.19,9014.23,69.1,0
HTL0135,2024-07-15,2024-07-31,Android App,7.0,1,9478.06,,,0
HTL0022,2023-12-07,2023-12-18,Android App,12.0,0,7677.06,,73.8,0
HTL0118,2024-11-06,2024-11-11,Mobile Web,2.0,1,8746.83,,53.8,0
HTL0140,2024-10-13,2024-10-27,,2.0,1,8609.89,,47.2,1
HTL0297,2026-03-09,2026-03-14,Android App,20.0,0,8509.51,,55.3,0
HTL0054,2026-08-04,2026-08-15,IOS APP,1.0,1,13092.87,,82.9,0
HTL0050,2025-08-25,2025-10-26,IOS APP,5.0,1,10657.91,12750.63,61.9,0
HTL0287,2026-03-11,2026-03-11,Android App,16.0,0,4006.53,4094.42,23.1,0
HTL0022,2024-04-13,2024-05-02,iOS App,21.0,0,7664.66,,24.1,0
HTL0201,2024-08-24,2024-09-23,,1.0,1,6040.17,6075.23,41.8,0
HTL0072,2024-02-27,2024-03-05,Android App,41.0,0,12101.83,12717.66,53.8,0
HTL0104,2026-04-05,2026-04-28,Desktop Web,16.0,0,9062.97,8081.74,30.2,0
HTL0125,2025-10-24,2025-10-25,,1.0,1,7437.92,7001.67,39.4,0
HTL0203,2024-05-19,2024-05-25,,8.0,0,7290.24,7421.25,25.6,0
HTL0043,2023-11-23,2023-12-01,Android App,2.0,0,4149.42,,,0
HTL0177,2026-01-04,2026-01-15,,14.0,0,7055.63,,36.0,0
HTL0019,2024-12-08,2024-12-28,Mobile Web,1.0,1,3503.31,2841.6,32.9,0
HTL0201,2026-07-15,2026-08-13,Mobile Web,4.0,0,5144.5,,,0
HTL0024,2025-01-18,2025-01-18,Mobile Web,1.0,1,10458.81,,5.0,0
HTL0163,2026-05-02,2026-05-05,,1.0,0,7554.26,,42.1,0
HTL0206,2024-05-11,2024-05-21,iOS App,25.0,0,10003.91,8849.0,33.1,0
HTL0258,2026-05-21,2026-05-22,iOS App,14.0,0,7858.83,7696.02,64.4,0
HTL0116,2024-05-17,2024-06-01,Mobile Web,1.0,1,10719.83,,62.0,0
HTL0253,2024-11-26,2024-12-10,,6.0,0,10720.09,,53.9,0
HTL0024,2024-09-06,2024-10-16,android app,2.0,0,10336.52,12376.36,72.3,0
HTL0119,2024-05-24,2024-06-03,Desktop Web,14.0,1,12849.68,,80.3,0
HTL0278,2025-12-24,2026-01-02,Desktop Web,4.0,0,10488.55,,66.6,0
HTL0060,2024-07-30,2024-08-11,,6.0,1,2298.05,,30.8,0
HTL0195,2024-08-29,2024-09-02,,6.0,0,12506.27,,8.8,0
HTL0001,2024-05-03,2024-05-15,Mobile Web,1.0,0,7434.96,6503.61,55.8,0
HTL0268,2024-05-02,2024-06-07,Desktop Web,,1,8824.09,9084.34,36.1,0
HTL0263,2025-01-16,2025-03-11,,1.0,0,10067.32,,50.9,0
HTL0058,2025-02-15,2025-02-19,Desktop Web,16.0,0,6852.03,5500.21,46.8,0
HTL0258,2025-02-10,2025-03-14,android app,,1,8885.39,,,0
HTL0226,2025-02-04,2025-02-10,,3.0,1,13312.07,,34.7,0
HTL0039,2024-08-17,2024-08-20,IOS APP,11.0,0,8513.66,8464.86,90.1,0
HTL0145,2024-05-09,2024-05-23,IOS APP,1.0,0,9414.69,,37.2,0
HTL0110,2026-09-17,2026-09-18,Android App,7.0,0,8298.02,,58.3,0
HTL0127,2024-09-25,2024-10-06,android app,22.0,1,12010.02,12279.11,45.6,0
HTL0005,2025-06-18,2025-06-23,iOS App,3.0,1,9006.75,8205.23,41.5,0
HTL0004,2026-01-03,2026-02-01,Android App,21.0,1,14382.87,,52.3,1
HTL0119,2026-07-13,2026-08-04,Mobile Web,10.0,0,15034.81,,,0
HTL0148,2026-08-20,2026-09-14,Mobile Web,2.0,0,6798.7,,43.4,0
HTL0054,2026-08-31,2026-10-03,,14.0,0,13338.77,,66.6,0
HTL0291,2026-07-17,2026-07-17,,1.0,0,6836.43,,62.3,0
HTL0126,2026-03-16,2026-03-26,,7.0,0,10703.02,,43.1,0
HTL0222,2024-08-05,2024-08-09,android app,15.0,0,6762.9,,55.7,0
HTL0115,2024-08-10,2024-09-06,Desktop Web,15.0,0,12188.51,14384.07,37.8,0
HTL0076,2024-12-23,2024-12-23,iOS App,7.0,0,9841.62,,,0
HTL0287,2024-11-23,2024-11-30,android app,22.0,0,3702.54,,46.7,0
HTL0029,2024-04-21,2024-04-30,Desktop Web,1.0,0,8261.73,6674.77,54.7,0
HTL0232,2026-03-01,2026-03-17,IOS APP,6.0,1,7115.93,7885.09,48.7,0
HTL0077,2025-12-20,2025-12-28,Desktop Web,8.0,0,9654.03,9107.62,33.5,0
HTL0252,2026-07-16,2026-07-19,IOS APP,9.0,1,4902.95,,51.7,0
HTL0266,2026-09-14,2026-09-26,,12.0,0,6298.65,5072.25,45.4,0
HTL0274,2025-04-11,2025-05-01,,16.0,0,6775.74,6901.25,35.9,0
HTL0239,2026-08-14,2026-09-12,,1.0,0,10056.19,,79.9,0
HTL0150,2023-11-07,2023-11-13,Mobile Web,3.0,0,9827.62,,38.8,0
HTL0134,2026-06-28,2026-07-14,iOS App,4.0,1,6739.14,6925.03,40.6,0
HTL0134,2025-05-18,2025-05-23,,10.0,0,8737.66,9345.56,49.2,0
HTL0219,2026-05-02,2026-05-03,,6.0,1,7895.6,,65.8,1
HTL0202,2025-01-09,2025-01-09,,7.0,0,9880.58,,45.0,0
HTL0135,2025-09-29,2025-12-02,iOS App,7.0,1,7201.78,6626.3,81.0,0
HTL0129,2024-07-08,2024-07-17,,1.0,1,6290.43,7995.35,73.3,1
HTL0061,2024-10-03,2024-10-04,Desktop Web,4.0,0,7603.45,7380.73,29.7,0
HTL0026,2025-01-18,2025-01-29,Desktop Web,2.0,1,6655.21,,32.9,0
HTL0183,2024-11-12,2024-11-23,iOS App,9.0,0,7908.33,8426.78,59.5,0
HTL0295,2023-09-28,2023-11-18,Mobile Web,8.0,1,9628.73,,5.0,0
HTL0265,2024-07-29,2024-08-10,Mobile Web,1.0,0,9297.19,9008.99,17.9,0
HTL0017,2025-06-19,2025-07-16,,9.0,1,10728.92,10335.64,70.1,0
HTL0151,2025-05-12,2025-05-13,Android App,3.0,0,7296.13,6718.55,25.1,0
HTL0112,2024-11-04,2024-11-16,IOS APP,13.0,1,10113.55,10384.93,74.4,0
HTL0178,2025-01-22,2025-02-02,android app,1.0,0,11202.09,,44.2,0
HTL0090,2025-07-20,2025-08-12,Desktop Web,13.0,0,10245.12,,38.0,0
HTL0237,2024-12-21,2024-12-29,,2.0,0,12904.61,,42.4,0
HTL0131,2026-07-20,2026-08-06,iOS App,3.0,0,8832.18,,25.0,0
HTL0119,2025-06-16,2025-07-21,iOS App,44.0,0,14233.39,,,0
HTL0296,2024-08-28,2024-09-17,android app,4.0,0,7072.94,6660.84,,0
HTL0169,2024-05-12,2024-07-04,iOS App,1.0,0,9668.22,,,0
HTL0195,2024-01-15,2024-01-26,android app,22.0,0,12848.09,10168.51,60.5,0
HTL0052,2025-02-03,2025-03-01,Desktop Web,7.0,1,7742.5,,29.9,0
HTL0109,2025-08-01,2025-08-08,android app,1.0,1,6978.12,7154.4,42.7,0
HTL0086,2025-01-24,2025-02-09,,15.0,1,7920.31,6906.05,47.8,0
HTL0281,2023-11-16,2023-11-21,Mobile Web,9.0,1,6455.33,,31.5,1
HTL0120,2026-02-27,2026-03-03,Android App,21.0,0,9007.83,8236.65,87.5,0
HTL0114,2025-12-04,2025-12-11,,14.0,0,7419.19,7272.75,52.5,0
HTL0223,2025-06-08,2025-06-17,,3.0,0,10074.2,9657.65,51.9,0
HTL0189,2024-01-24,2024-01-28,,25.0,0,11145.47,,21.9,0
HTL0111,2026-07-20,2026-08-01,,11.0,1,10534.1,7578.34,,0
HTL0151,2023-11-06,2023-11-06,IOS APP,25.0,1,10122.62,10205.52,55.5,0
HTL0272,2024-08-12,2024-08-12,,3.0,0,10789.23,10809.82,23.3,0
HTL0090,2025-09-07,2025-09-13,,15.0,0,11510.6,11152.28,60.3,0
HTL0103,2026-06-04,2026-06-23,IOS APP,9.0,0,7201.55,,49.9,0
HTL0250,2024-10-26,2024-10-31,IOS APP,1.0,1,13394.76,15898.82,55.1,0
HTL0034,2024-09-07,2024-09-09,android app,11.0,1,9695.12,11004.35,29.3,1
HTL0075,2025-08-05,2025-08-07,IOS APP,1.0,1,11674.11,,28.6,0
HTL0191,2026-02-28,2026-03-25,Desktop Web,1.0,1,8282.62,,,0
HTL0060,2024-12-16,2024-12-21,Desktop Web,3.0,1,3883.24,,62.6,0
HTL0268,2024-04-13,2024-04-19,Desktop Web,17.0,0,9280.2,8670.04,42.0,0
HTL0264,2025-05-02,2025-05-26,IOS APP,7.0,0,8518.78,,52.5,0
HTL0113,2023-10-25,2023-11-20,Desktop Web,6.0,0,5634.99,,51.3,0
HTL0212,2024-03-15,2024-03-16,android app,3.0,0,13481.49,14466.38,55.7,0
HTL0141,2023-11-18,2024-01-10,IOS APP,16.0,0,14201.33,,40.1,0
HTL0140,2024-09-28,2024-09-29,iOS App,8.0,0,10099.8,,86.2,0
HTL0083,2026-04-28,2026-05-09,Android App,1.0,0,10882.87,,49.7,0
HTL0220,2025-12-12,2025-12-21,,1.0,0,8324.52,,42.9,0
HTL0070,2025-10-21,2025-10-22,Desktop Web,15.0,0,13493.98,15075.79,76.5,0
HTL0260,2026-03-12,2026-03-21,Desktop Web,7.0,1,10868.58,,,0
HTL0205,2024-11-01,2024-11-26,,8.0,0,6157.41,,61.1,0
HTL0228,2025-01-26,2025-02-09,iOS App,2.0,0,11331.77,11368.1,9.6,0
HTL0253,2024-08-05,2024-09-24,iOS App,3.0,1,7845.34,,,0
HTL0017,2024-12-22,2024-12-24,,7.0,0,13223.93,,82.9,0
HTL0114,2025-01-01,2025-01-16,iOS App,2.0,0,8417.29,8280.72,,0
HTL0208,2026-03-11,2026-03-22,,1.0,1,7719.16,5504.46,,0
HTL0228,2025-03-11,2025-05-07,android app,7.0,0,9847.88,9779.31,37.9,0
HTL0042,2025-06-07,2025-06-16,iOS App,14.0,0,9997.0,,26.8,0
HTL0277,2024-11-04,2024-11-10,Desktop Web,1.0,0,9288.76,9439.37,41.5,0
HTL0115,2024-12-09,2024-12-27,IOS APP,1.0,1,12390.44,11319.73,69.4,0
HTL0088,2026-01-06,2026-01-10,iOS App,1.0,1,10260.25,7928.98,47.8,1
HTL0144,2026-08-31,2026-09-29,Desktop Web,19.0,0,7498.11,,54.0,0
HTL0187,2025-03-29,2025-04-18,,1.0,0,10209.68,,34.3,0
HTL0138,2023-12-04,2023-12-09,iOS App,9.0,0,8733.84,,42.0,0
HTL0277,2024-02-03,2024-02-09,android app,1.0,0,10747.64,,35.9,0
HTL0289,2025-02-22,2025-02-27,,2.0,0,7447.67,,26.6,0
HTL0069,2025-12-27,2025-12-28,android app,5.0,1,6340.65,5749.27,42.3,0
HTL0020,2025-04-06,2025-04-18,Desktop Web,7.0,0,13144.24,,54.7,0
HTL0177,2025-02-03,2025-02-15,Desktop Web,6.0,0,9194.87,8760.77,45.4,0
HTL0264,2024-09-19,2024-09-21,android app,20.0,0,10250.92,11050.3,,0
HTL0259,2024-04-10,2024-04-10,Android App,1.0,0,8774.49,10222.33,40.3,0
HTL0097,2026-05-27,2026-05-28,Desktop Web,1.0,0,8823.16,8519.99,66.5,0
HTL0246,2023-10-30,2023-11-16,android app,2.0,0,9229.59,,17.7,0
HTL0205,2025-06-27,2025-07-09,Desktop Web,18.0,1,8469.03,7171.75,70.9,0
HTL0101,2026-02-25,2026-03-16,Android App,25.0,0,10067.46,8682.28,25.4,0
HTL0144,2023-11-02,2023-11-16,,1.0,0,8741.65,,33.4,0
HTL0109,2024-07-02,2024-07-13,,11.0,1,6556.89,6710.11,82.9,0
HTL0023,2025-10-07,2025-10-17,Mobile Web,42.0,0,5012.98,4937.94,82.6,0
HTL0272,2024-12-31,2025-01-16,Mobile Web,4.0,0,11307.53,10662.57,23.2,0
HTL0220,2025-10-21,2025-11-13,Android App,19.0,1,11259.34,,83.3,0
HTL0070,2025-12-17,2025-12-28,android app,2.0,1,9583.61,,43.3,1
HTL0241,2025-04-16,2025-04-19,IOS APP,1.0,0,7344.42,8202.6,67.9,0
HTL0263,2025-08-16,2025-08-28,IOS APP,3.0,0,9964.3,9204.82,25.4,0
HTL0149,2025-12-06,2025-12-17,,1.0,0,9257.09,,,0
HTL0095,2025-04-26,2025-05-09,,4.0,0,10214.63,,36.9,0
HTL0234,2024-10-07,2024-10-20,android app,3.0,0,8422.88,9005.48,29.3,0
HTL0068,2023-12-25,2023-12-29,iOS App,16.0,1,9017.19,,100.0,0
HTL0275,2025-09-15,2025-09-16,,11.0,0,9226.78,8815.8,61.8,0
HTL0199,2025-07-29,2025-08-02,android app,9.0,0,8850.34,9468.55,71.8,0
HTL0261,2024-02-08,2024-02-15,Desktop Web,2.0,1,8820.61,,13.7,0
HTL0140,2024-02-11,2024-02-16,android app,7.0,0,10446.8,,61.8,0
HTL0007,2025-08-29,2025-09-15,android app,10.0,0,7093.23,7670.7,48.2,0
HTL0170,2024-06-22,2024-06-26,iOS App,2.0,0,11767.54,13411.81,67.5,0
HTL0159,2026-09-02,2026-09-17,,17.0,0,6799.67,6669.03,,0
HTL0296,2026-08-02,2026-08-12,Android App,2.0,1,7248.35,,,1
HTL0017,2024-08-04,2024-08-07,,1.0,0,8739.63,,58.4,0
HTL0243,2024-01-12,2024-01-13,,12.0,0,8059.06,8566.04,58.0,0
HTL0123,2026-05-19,2026-06-11,iOS App,15.0,0,9189.29,,46.5,0
HTL0142,2026-09-11,2026-09-13,Mobile Web,4.0,0,7185.62,6913.93,,0
HTL0271,2024-11-22,2024-12-16,Mobile Web,15.0,0,13429.93,13080.52,24.0,0
HTL0001,2025-05-08,2025-05-08,Desktop Web,4.0,0,8187.81,,71.4,0
HTL0237,2025-03-07,2025-05-04,Android App,6.0,0,13877.99,,,0
HTL0029,2026-06-12,2026-06-18,,9.0,1,10147.19,,78.0,0
HTL0236,2024-11-14,2024-11-18,android app,16.0,0,11973.66,,33.4,0
HTL0276,2024-09-10,2024-09-10,,10.0,0,9145.8,,69.6,0
HTL0072,2025-12-03,2025-12-15,Android App,7.0,1,11682.22,11939.52,50.5,0
HTL0190,2026-03-04,2026-04-22,Android App,3.0,0,11701.19,,,0
HTL0078,2025-05-09,2025-05-10,Android App,23.0,0,5627.21,5378.07,71.7,0
HTL0128,2024-12-07,2024-12-24,,17.0,0,10796.8,,65.6,0
HTL0037,2024-04-01,2024-04-15,android app,13.0,0,12397.86,,21.5,0
HTL0118,2024-09-10,2024-09-26,,1.0,0,7232.97,7262.5,60.5,0
HTL0300,2024-03-16,2024-04-10,Android App,1.0,1,9911.75,9730.21,60.3,0
HTL0136,2026-01-06,2026-03-05,iOS App,9.0,0,11767.51,11179.86,,0
HTL0005,2024-05-31,2024-05-31,,8.0,0,11795.74,12043.86,57.2,0
HTL0220,2025-08-29,2025-09-02,,14.0,0,10500.98,,57.6,0
HTL0053,2025-11-22,2025-11-22,iOS App,1.0,0,7917.27,7306.54,31.5,0
HTL0285,2025-06-16,2025-06-16,,16.0,0,10374.5,10841.11,43.6,0
HTL0158,2023-12-10,2024-01-03,Mobile Web,5.0,0,11477.29,11554.7,57.2,0
HTL0120,2026-07-30,2026-07-30,android app,5.0,1,6878.8,,69.1,0
HTL0044,2023-11-07,2023-11-12,,1.0,1,14903.21,15816.96,,0
HTL0024,2023-10-07,2023-10-08,,2.0,0,11677.57,12020.5,59.4,0
HTL0083,2023-11-09,2023-11-19,iOS App,1.0,0,8508.76,8181.95,63.4,0
HTL0214,2025-03-02,2025-03-20,Desktop Web,7.0,1,6727.17,,,0
HTL0238,2025-10-22,2025-11-22,Desktop Web,5.0,0,8844.87,,64.5,0
HTL0061,2025-11-15,2025-12-07,,4.0,0,10289.09,10631.03,5.0,0
HTL0159,2024-02-23,2024-03-06,Mobile Web,2.0,0,8246.12,,35.7,0
HTL0008,2024-07-26,2024-08-03,android app,8.0,0,12427.53,12520.41,24.0,0
HTL0169,2024-11-07,2024-11-20,iOS App,8.0,1,8619.23,7552.2,37.0,0
HTL0013,2023-12-11,2024-01-02,iOS App,5.0,0,9301.31,7121.18,59.5,0
HTL0068,2025-04-05,2025-04-07,iOS App,6.0,0,9091.41,8626.34,69.8,0
HTL0007,2024-06-14,2024-07-14,iOS App,3.0,1,7703.13,,77.4,0
HTL0084,2025-09-01,2025-09-14,android app,1.0,0,8197.28,8584.27,,0
HTL0277,2025-09-25,2025-09-30,Mobile Web,1.0,1,9801.32,10014.85,62.5,0
HTL0071,2025-09-13,2025-10-23,iOS App,22.0,0,9005.34,8754.18,48.7,0
HTL0245,2025-07-21,2025-07-22,Desktop Web,1.0,1,7559.34,,5.0,0
HTL0035,2025-01-21,2025-01-21,Mobile Web,11.0,0,9920.8,9836.23,32.2,0
HTL0262,2025-11-06,2025-11-25,,13.0,0,5557.95,,,0
HTL0025,2023-12-09,2023-12-15,Desktop Web,5.0,1,9710.66,8342.03,45.5,0
HTL0201,2024-06-16,2024-06-19,,4.0,0,5809.49,,,0
HTL0240,2024-03-30,2024-04-01,Android App,1.0,0,7472.4,,,0
HTL0143,2026-08-24,2026-09-18,,8.0,0,10507.7,,61.3,0
HTL0214,2025-02-06,2025-02-21,android app,8.0,0,8364.61,,47.9,0
HTL0244,2024-01-26,2024-03-26,IOS APP,1.0,0,6972.47,,52.3,0
HTL0024,2025-08-15,2025-08-22,android app,2.0,0,10955.79,10524.43,42.1,0
HTL0203,2023-09-24,2023-10-29,,7.0,1,6670.5,6621.14,31.8,0
HTL0272,2024-03-31,2024-04-04,Desktop Web,26.0,0,11866.44,13610.12,39.9,0
HTL0169,2024-11-10,2024-11-26,Android App,6.0,1,9035.87,8629.2,,1
HTL0023,2026-02-04,2026-02-08,Mobile Web,10.0,0,4570.28,4740.38,67.6,0
HTL0017,2026-07-06,2026-07-17,,7.0,0,12340.19,,21.1,0
HTL0186,2025-10-20,2025-11-09,android app,7.0,1,3640.48,3727.39,29.5,0
HTL0148,2023-12-28,2024-01-13,,1.0,0,9023.6,,71.2,0
HTL0211,2026-05-08,2026-05-08,iOS App,2.0,0,7674.3,7220.03,96.1,0
HTL0064,2026-09-17,2026-09-18,android app,3.0,1,9436.28,,,0
HTL0223,2025-04-09,2025-04-24,,2.0,1,9814.64,,,0
HTL0126,2025-11-25,2025-12-13,,7.0,0,13928.88,13670.33,28.7,0
HTL0015,2025-04-12,2025-04-18,iOS App,21.0,0,11418.67,,33.7,0
HTL0176,2025-01-10,2025-01-21,,1.0,0,11003.11,,81.9,0
HTL0077,2025-08-08,2025-08-13,Desktop Web,7.0,1,9415.5,,73.7,0
HTL0277,2025-11-10,2025-12-03,Android App,5.0,0,10720.96,,59.8,0
HTL0006,2023-12-10,2023-12-10,Desktop Web,30.0,0,8603.09,8419.94,58.6,0
HTL0033,2026-01-04,2026-01-05,android app,6.0,1,11271.98,,53.1,0
HTL0043,2023-09-22,2023-09-28,android app,1.0,0,4102.02,4210.14,42.0,0
HTL0282,2024-05-08,2024-05-16,,1.0,0,10881.92,10879.29,69.1,0
HTL0118,2025-09-22,2025-09-24,android app,10.0,0,8986.86,9405.5,,0
HTL0096,2024-12-11,2025-02-06,iOS App,11.0,0,8284.99,,56.1,0
HTL0099,2025-08-28,2025-08-28,IOS APP,10.0,0,5314.99,5676.15,29.9,0
HTL0212,2023-10-28,2023-10-31,android app,14.0,1,12453.68,,43.6,0
HTL0057,2024-10-11,2024-11-07,Mobile Web,23.0,0,10977.19,,,0
HTL0284,2025-10-04,2025-10-09,Android App,5.0,0,7089.64,,,0
HTL0060,2026-08-06,2026-08-10,Android App,,1,3687.42,,70.3,0
HTL0077,2024-03-23,2024-04-10,,6.0,1,8279.47,,37.3,0
HTL0125,2025-09-28,2025-10-07,Android App,17.0,0,6779.47,,46.5,0
HTL0171,2024-04-29,2024-05-31,,3.0,1,7683.61,,49.6,0
HTL0262,2025-01-30,2025-02-21,android app,6.0,1,5408.02,6063.38,37.2,1
HTL0080,2025-06-18,2025-06-22,iOS App,7.0,0,8462.34,,29.7,0
HTL0029,2026-08-24,2026-09-03,android app,19.0,1,11273.87,,58.1,0
HTL0181,2025-01-25,2025-02-06,Mobile Web,31.0,0,8247.63,6505.14,28.0,0
HTL0241,2024-04-27,2024-05-13,Desktop Web,1.0,0,7798.27,6656.59,,0
HTL0171,2026-08-02,2026-08-21,Android App,1.0,1,6942.62,7419.12,45.1,1
HTL0093,2025-07-04,2025-07-30,,12.0,0,8054.55,,81.0,0
HTL0174,2026-03-04,2026-03-30,Android App,4.0,1,10389.91,10537.3,49.2,0
HTL0108,2024-11-18,2024-12-29,IOS APP,,0,6154.29,5973.94,20.5,0
HTL0067,2024-01-20,2024-02-02,android app,1.0,0,15175.9,,51.6,0
HTL0030,2025-08-30,2025-10-09,,1.0,0,7627.86,,74.7,0
HTL0105,2024-06-11,2024-06-13,,5.0,1,9405.02,8259.13,68.9,0
HTL0290,2025-10-23,2025-11-26,Desktop Web,9.0,1,9268.28,8560.58,,1
HTL0204,2024-02-06,2024-03-04,,23.0,0,8381.45,,33.3,0
HTL0114,2024-10-10,2024-10-10,Mobile Web,5.0,1,9048.59,,25.1,0
HTL0292,2026-03-05,2026-03-06,Android App,13.0,0,11567.33,,48.6,0
HTL0253,2024-06-13,2024-07-08,,1.0,1,9724.08,11073.22,37.2,1
HTL0078,2024-06-11,2024-07-08,,8.0,1,5227.66,,59.1,1
HTL0008,2024-07-15,2024-09-08,Desktop Web,2.0,1,8791.52,8772.96,21.9,0
HTL0155,2025-04-07,2025-04-23,,16.0,0,9134.13,,60.8,0
HTL0011,2024-08-23,2024-09-16,Desktop Web,2.0,1,5233.72,,29.5,0
HTL0105,2026-06-14,2026-07-13,,6.0,0,9381.76,,55.6,0
HTL0037,2024-01-15,2024-02-18,Android App,13.0,0,9355.43,10155.08,,0
HTL0130,2026-02-06,2026-02-14,android app,,0,8240.64,,33.3,0
HTL0001,2024-04-23,2024-04-30,,4.0,0,7643.43,,67.4,0
HTL0094,2026-06-22,2026-07-02,Desktop Web,4.0,1,6963.23,,,0
HTL0131,2025-12-08,2026-01-16,,10.0,1,10542.06,11392.67,,0
HTL0263,2024-02-23,2024-02-23,,2.0,0,9363.86,11439.89,53.2,0
HTL0264,2024-03-04,2024-03-17,Android App,11.0,0,7257.13,7915.39,62.0,0
HTL0035,2025-12-05,2025-12-22,Desktop Web,3.0,1,8535.79,,70.7,0
HTL0152,2025-07-04,2025-07-23,iOS App,5.0,0,11492.63,13400.42,24.8,0
HTL0165,2026-07-03,2026-07-03,iOS App,1.0,0,11909.12,,43.4,0
HTL0184,2026-05-05,2026-05-06,,1.0,1,8979.05,,52.2,0
HTL0196,2023-12-29,2023-12-29,android app,3.0,0,7503.15,,,0
HTL0249,2025-01-13,2025-01-17,iOS App,5.0,0,4673.51,,,0
HTL0160,2024-02-23,2024-02-24,IOS APP,,1,7344.74,5567.38,47.3,0
HTL0162,2025-11-29,2025-12-16,,12.0,0,5374.71,,60.4,0
HTL0247,2025-09-13,2025-09-17,android app,26.0,0,9433.47,,37.2,0
HTL0026,2025-10-05,2025-10-05,IOS APP,3.0,0,7760.67,8723.77,57.5,0
HTL0297,2026-05-28,2026-07-20,,5.0,0,6825.37,,,0
HTL0127,2025-11-05,2025-12-06,Desktop Web,2.0,0,15246.8,15208.33,,0
HTL0002,2025-07-29,2025-08-01,Mobile Web,5.0,0,8826.82,,49.0,0
HTL0256,2024-05-19,2024-05-26,Desktop Web,3.0,1,10676.02,,24.1,0
HTL0137,2025-05-24,2025-05-27,Desktop Web,4.0,0,10380.31,10621.04,29.5,0
HTL0088,2024-05-31,2024-06-17,android app,5.0,1,11248.28,,20.0,1
HTL0219,2025-09-28,2025-10-12,,26.0,0,8405.92,7819.48,67.5,0
HTL0296,2024-02-02,2024-02-08,IOS APP,25.0,1,7798.68,7915.49,21.8,0
HTL0259,2024-03-20,2024-03-23,Android App,1.0,1,11497.62,,80.1,0
HTL0300,2024-04-20,2024-04-28,,33.0,0,10068.18,9713.06,49.8,0
HTL0273,2025-02-03,2025-02-05,Android App,1.0,1,5878.68,,28.5,0
HTL0017,2025-02-25,2025-03-10,,6.0,0,12210.64,,56.2,0
HTL0075,2025-05-31,2025-06-01,Desktop Web,,0,12886.46,11717.27,52.9,0
HTL0062,2026-02-26,2026-03-17,Desktop Web,4.0,1,8937.76,,45.8,0
HTL0268,2025-03-30,2025-04-09,,1.0,1,8313.75,,28.2,0
HTL0075,2025-01-15,2025-02-04,,13.0,0,11819.95,9271.14,,0
HTL0150,2024-09-10,2024-09-15,iOS App,8.0,1,7906.07,,61.9,0
HTL0282,2026-07-03,2026-07-07,,1.0,1,9850.82,,20.8,0
HTL0162,2025-09-03,2025-09-15,,1.0,1,5921.47,5065.17,42.1,0
HTL0184,2025-01-02,2025-01-17,IOS APP,1.0,1,10408.52,11438.52,50.3,0
HTL0080,2024-04-29,2024-05-05,iOS App,19.0,0,8970.46,10200.38,,0
HTL0287,2024-08-22,2024-09-10,Android App,1.0,1,3669.77,,18.1,0
HTL0232,2025-10-12,2025-10-27,IOS APP,4.0,0,7418.57,,61.1,0
HTL0121,2024-09-27,2024-10-07,android app,5.0,0,8461.66,9274.89,53.7,0
HTL0283,2025-09-20,2025-11-05,,4.0,1,9957.9,10161.12,,1
HTL0027,2025-12-15,2025-12-20,,2.0,1,7817.24,8064.47,35.8,0
HTL0168,2024-07-07,2024-08-22,,11.0,0,7420.92,7909.93,40.3,0
HTL0155,2026-04-20,2026-04-24,android app,1.0,0,9785.42,9474.72,,0
HTL0298,2024-02-20,2024-02-20,,4.0,1,10567.26,,49.1,0
HTL0036,2025-10-24,2025-10-31,,1.0,0,6716.47,,58.3,0
HTL0045,2025-11-14,2025-11-19,Mobile Web,8.0,1,8344.79,4970.38,65.7,1
HTL0157,2024-10-08,2024-11-18,Desktop Web,27.0,0,9751.09,9903.63,72.8,0
HTL0191,2025-07-14,2025-09-07,IOS APP,3.0,0,6000.65,,56.7,0
HTL0174,2024-08-26,2024-09-15,,4.0,0,13027.94,,63.1,0
HTL0277,2024-02-21,2024-03-11,IOS APP,2.0,0,9386.03,8897.22,94.6,0
HTL0159,2025-03-03,2025-03-15,Android App,1.0,0,11592.23,,43.3,0
HTL0101,2024-04-27,2024-05-04,Desktop Web,7.0,0,10488.33,10305.78,90.3,0
HTL0199,2023-09-19,2023-09-28,Mobile Web,15.0,0,6108.81,,71.9,0
HTL0090,2023-10-16,2023-12-05,,4.0,0,10485.44,,45.6,0
HTL0080,2023-12-16,2024-01-18,,1.0,1,9371.74,,,0
HTL0023,2024-09-26,2024-10-04,,1.0,0,5120.35,,82.1,0
HTL0025,2024-06-11,2024-06-18,android app,2.0,0,8414.24,9264.83,39.1,0
HTL0282,2023-11-22,2023-12-13,,2.0,0,8804.83,,,0
HTL0144,2024-09-06,2024-10-06,,4.0,1,9072.69,9777.1,42.1,0
HTL0069,2026-08-09,2026-08-11,iOS App,9.0,0,7653.85,8608.65,,0
HTL0219,2024-01-01,2024-01-21,,3.0,0,7856.21,7771.15,34.2,0
HTL0217,2025-08-29,2025-09-15,,2.0,1,6688.27,,,0
HTL0127,2025-10-31,2025-11-13,IOS APP,18.0,0,11872.1,11391.51,,0
HTL0103,2026-08-08,2026-09-04,iOS App,12.0,0,7646.93,,77.9,0
HTL0216,2026-05-31,2026-06-03,,10.0,1,9225.94,8272.06,49.4,0
